show_id,title,date_added,release_year,duration,description,tipo_id,rating_id
s7248,Kya Kehna,2018-04-01,2000,149,A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,0,5
s7249,Kygo: Live at the Hollywood Bowl,2018-03-12,2017,52,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,0,0
s7250,Kyun! Ho Gaya Na,2018-03-01,2004,165,"Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.",0,5
s7251,La Última Fiesta,2017-02-01,2016,104,Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.,0,0
s7253,La Bamba,2020-01-01,1987,109,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",0,2
s7254,La Coppia dei Campioni,2017-02-15,2016,88,"After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration.",0,0
s7259,La Viuda Negra,2019-01-15,2016,1,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",1,1
s7260,Laal Rang,2018-03-01,2016,143,"Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode.",0,1
s7261,Laddaland,2018-09-07,2011,112,"When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.",0,0
s7262,Lady Bloodfight,2017-08-05,2016,101,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.,0,4
s7263,Lady in the Water,2019-07-01,2006,110,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",0,2
s7266,Lalbaug Parel: Zali Mumbai Sonyachi,2018-03-15,2010,145,Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.,0,0
s7268,Larceny,2017-09-15,2017,87,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.,0,1
s7270,Last Ferry,2020-03-11,2019,86,"Seeking romance and friendship, a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder.",0,0
s7271,Last Knights,2019-08-01,2015,115,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,0,4
s7272,Last Night,2019-01-01,2010,93,"During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances.",0,4
s7273,Le K Benzema,2018-05-01,2017,121,"After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.",0,1
s7275,Leap Year,2019-11-15,2010,100,"Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans.",0,3
s7276,LeapFrog: Letter Factory,2020-04-15,2003,37,"In this entertaining installment of the wildly popular early-learning series, Professor Quigley, Leap, Lily and Tad arrive at the magical Letter Factory, where jumbles of sounds are miraculously shaped into letters.",0,9
s7277,LeapFrog: Numberland,2020-04-15,2011,33,"With transport support from their magic car, Axel, the LeapFrog pets make a new friend named Max, who helps them learn counting skills in Numberland.",0,9
s7278,LeapFrog: Phonics Farm,2020-04-15,2011,35,Scout takes a magical trip to a farm where an alligator and other friendly critters teach him all about sounding out the letters of the alphabet.,0,9
s7281,Lechmi,2018-08-01,2017,147,"The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.",0,0
s7282,Left Behind,2018-12-26,2014,110,"After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.",0,2
s7283,Legend of the Guardians: The Owls of Ga'Hoole,2020-01-01,2010,97,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",0,3
s7284,Legend of the Naga Pearls,2018-03-30,2017,108,"A petty thief teams up with two bickering accomplices to safeguard a powerful relic and save humankind from a tribe of vengeful, winged humanoids.",0,0
s7285,Legendary Weapons of China,2018-08-16,1982,101,"Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe.",0,1
s7287,Legion,2019-11-01,2010,100,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,0,4
s7289,Lego Friends: Girls on a Mission,2019-02-01,2018,1,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",1,9
s7293,Leo the Lion,2015-12-20,2013,78,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him.",0,12
s7295,Let There Be Light,2017-03-31,1946,58,Some returning combat veterans suffer scars that are more psychological than physical. This film follows patients and staff during their treatment.,0,5
s7296,Leyla and Mecnun,2017-04-15,2014,3,"Destiny brings Mecnun and Leyla together as newborns, and again years later. Despite unexpected turns in Mecnun's zany life, Leyla remains a constant.",1,0
s7297,Lez Bomb,2019-02-07,2018,90,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,0,1
s7299,Life After Beth,2018-07-21,2014,89,"Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life.",0,4
s7303,Lifechanger,2019-05-28,2018,84,"A shapeshifter has to kill, then inhabit his victims, or die. But as his need for new bodies speeds up, he finally faces down his own mortality.",0,0
s7304,Lifeline,2018-08-16,1997,104,Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,0,1
s7305,Like Arrows,2019-05-06,2018,99,"Over 50 years of their lives, a couple enjoys the blessings and setbacks of parenting, and learns that God has to be at the center of their family.",0,5
s7306,Like Water for Chocolate,2019-11-01,1992,105,"When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares.",0,4
s7307,Lila & Eve,2016-02-06,2015,94,"After each of them loses a child to murder, two women who meet in a support group initiate their own investigation when the police are no help.",0,4
s7309,Lincoln,2018-02-21,2012,150,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.",0,2
s7310,Lion's Heart,2019-05-09,2013,111,"Kidnapped as a child and raised in the circus, a young lion tamer’s tough side emerges when he gets entangled in an underworld murder mystery.",0,1
s7312,Little Dragon Maiden,2018-08-01,1983,92,"Seeking to improve his combat skills, a young man falls in love with a woman with mystical powers, but his past stands in the way of their union.",0,1
s7314,Little Lunch: The Halloween Horror Story,2018-03-15,2016,23,"When the class puts on a Halloween play about a boy who leaves behind his friends for a scary new place, it hits too close to home for one student.",0,7
s7315,Little Lunch: The Nightmare Before Graduation,2018-03-15,2016,25,Mrs. Gonsha's students are excited about the end of primary school – until they discover that a classmate might not move on with them.,0,7
s7316,Little Men,2017-01-12,2016,85,Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.,0,3
s7317,Little Nicky,2020-12-01,2000,90,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.",0,2
s7321,Little Sister,2017-01-14,2016,91,"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War.",0,11
s7323,Lizzie Borden Took an Ax,2016-07-25,2014,87,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death.",0,1
s7324,Lo and Behold: Reveries of the Connected World,2016-12-23,2016,98,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence.",0,2
s7327,"Lock, Stock and Two Smoking Barrels",2019-01-01,1998,108,"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt.",0,4
s7328,Locke,2018-07-15,2013,85,"Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London.",0,4
s7329,Lockout,2020-05-07,2012,95,A government agent wrongly accused of a crime gets a shot at freedom if he can engineer a high-risk rescue mission to outer space.,0,2
s7330,Loco Love,2017-07-30,2017,103,A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona.,0,0
s7331,Logan's Run,2019-11-01,1976,118,"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.",0,3
s7333,Lolita,2019-11-01,1962,153,"In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.",0,4
s7334,London Spy,2017-03-31,2015,1,"When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth.",1,0
s7335,Long Time Running,2017-11-12,2017,96,This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.,0,1
s7336,"Look Out, Officer",2018-08-16,1990,88,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,0,1
s7337,Look Who's Back,2016-04-09,2015,116,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",0,11
s7338,Lorai: Play to Live,2017-09-01,2015,155,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.",0,1
s7345,Love Dot Com: The Social Experiment,2020-02-17,2019,98,"Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer – until their opposing views clash.",0,0
s7346,Love In A Puff,2018-08-01,2010,103,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating a meeting between Cherie, a makeup saleswoman, and Jimmy, an advertising exec.",0,0
s7347,Love Ni Bhavai,2018-05-01,2017,163,"Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors.",0,1
s7348,Love on Delivery,2018-08-16,1994,93,"To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",0,1
s7351,Love Shot,2019-07-15,2018,77,A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.,0,0
s7352,Love Station,2019-04-25,2011,97,"Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",0,1
s7353,Love You... Love You Not,2019-01-05,2015,115,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,0,1
s7355,"Love, Rosie",2019-11-20,2014,103,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",0,4
s7357,Loving Annabelle,2018-07-01,2006,77,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,0,0
s7358,Loving You,2018-08-16,1995,79,"Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.",0,1
s7359,Lucha: Playing the Impossible,2018-07-15,2016,98,"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",0,5
s7361,Lucky: No Time for Love,2017-11-15,2005,131,"During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",0,1
s7362,Lupt,2019-04-05,2018,110,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",0,1
s7363,Lusers,2016-07-15,2015,100,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,0,0
s7364,Ma Chu Ka,2018-07-01,2017,117,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,0,1
s7365,Maacher Jhol,2018-01-01,2017,107,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",0,5
s7366,Mac & Devin Go to High School,2016-04-20,2012,76,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",0,4
s7367,Macchli Jal Ki Rani Hai,2017-10-15,2014,118,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",0,0
s7368,Mad Max,2020-08-01,1979,93,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",0,4
s7370,Mad Money,2019-11-01,2008,99,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,0,2
s7371,Mad Ron's Prevues from Hell,2010-11-01,1987,84,"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",0,11
s7372,Mad World,2018-09-20,2016,102,"A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",0,0
s7373,Madaari,2017-02-17,2016,134,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.",0,1
s7374,Maddman: The Steve Madden Story,2018-01-01,2017,78,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,0,0
s7375,Madre,2017-08-26,2016,95,"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.",0,0
s7376,Maggie & Bianca: Fashion Friends,2019-03-31,2017,1,"Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.",1,7
s7378,Magic Snowflake,2015-12-20,2013,73,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.,0,9
s7379,Magnetic,2020-06-12,2018,110,"Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.",0,1
s7380,Magnus,2017-02-22,2016,75,"This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",0,5
s7381,Mahabharat,2018-08-01,2013,119,Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.,0,1
s7385,Mahjong Heroes,2018-08-16,1981,92,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",0,5
s7387,Maine Pyaar Kyun Kiya,2019-12-31,2005,137,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",0,1
s7388,Maine Pyar Kiya,2018-01-01,1989,192,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",0,5
s7389,Mala Kahich Problem Nahi,2018-11-15,2017,132,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",0,5
s7390,Malicious,2019-02-01,2018,91,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",0,0
s7391,Man of Tai Chi,2018-07-26,2013,105,"In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.",0,4
s7392,Man Up,2018-09-04,2015,88,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",0,4
s7394,Mandi,2020-01-01,1983,155,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.",0,0
s7395,Mandobasar Galpo,2018-04-01,2017,103,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",0,1
s7396,Manglehorn,2017-04-16,2014,97,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,0,2
s7397,Mango Dreams,2018-03-15,2016,92,"Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",0,1
s7398,Manhattan Romance,2017-09-08,2014,98,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,0,1
s7399,Manolo: The Boy Who Made Shoes for Lizards,2018-01-15,2017,89,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",0,0
s7400,Mansfield Park,2020-01-01,1999,112,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",0,2
s7401,Mantostaan,2017-12-15,2017,75,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.,0,0
s7402,Mantra,2017-12-15,2017,89,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,0,1
s7403,Mara,2019-01-05,2017,99,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.",0,0
s7404,Marauders,2020-12-01,2016,107,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.,0,4
s7408,Maroon,2017-02-01,2016,94,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.",0,0
s7410,Mars,2019-11-01,2018,2,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.,1,5
s7411,Martial Arts of Shaolin,2018-08-16,1986,90,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",0,4
s7412,Martin Lawrence Live: Runteldat,2019-12-01,2002,104,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.",0,4
s7413,Martin Luther: The Idea that Changed the World,2018-01-01,2017,55,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",0,5
s7416,Marvel's Iron Man & Hulk: Heroes United,2014-02-16,2013,72,"When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.",0,3
s7417,Mary and the Witch's Flower,2018-07-17,2017,103,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",0,3
s7418,Mary Poppins Returns,2019-07-09,2018,131,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",0,3
s7420,Masoom,2019-12-31,1983,138,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.,0,1
s7421,Master,2018-02-01,2016,143,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.",0,11
s7422,Mater,2018-08-01,2017,80,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.,0,0
s7423,Matichya Chuli,2018-02-15,2006,132,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.",0,1
s7424,Max Rose,2017-01-15,2013,84,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,0,1
s7425,May We Chat,2018-08-26,2014,99,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.",0,0
s7426,May You Prosper,2019-07-20,2017,93,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.",0,1
s7427,Maya Angelou: And Still I Rise,2017-05-01,2016,114,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.,0,5
s7429,Maza Pati Karodpati,2018-01-01,1988,132,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,0,5
s7430,Me and the Alien,2017-02-14,2016,83,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.",0,0
s7431,Mean Dreams,2019-07-01,2016,105,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.",0,4
s7432,Mean Streets,2019-07-01,1973,112,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",0,4
s7433,Meditation Park,2018-03-09,2017,94,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.,0,5
s7434,Medium,2019-10-01,1985,90,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.",0,0
s7438,Melle,2018-08-01,2017,110,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.",0,5
s7440,Melvin Goes to Dinner,2018-07-01,2003,84,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.",0,4
s7441,Memoir of a Murderer,2018-02-19,2017,118,"Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.",0,0
s7443,Men in Black,2019-10-19,1997,98,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",0,2
s7444,Men in Black II,2019-10-01,2002,88,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,0,2
s7445,Menorca,2017-08-27,2016,81,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.,0,0
s7446,Merantau,2019-02-13,2009,112,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.",0,4
s7449,Merry Men: The Real Yoruba Demons,2019-09-21,2018,106,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",0,0
s7451,Mi Shivajiraje Bhosale Boltoy,2018-01-01,2009,148,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king.",0,1
s7452,MI-5,2019-08-01,2015,105,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.",0,4
s7453,Middle School: The Worst Years of My Life,2019-03-03,2016,92,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.",0,3
s7455,Midnight Special,2020-09-07,2016,112,"When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics.",0,2
s7457,Milk,2017-02-16,2008,128,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.",0,4
s7459,Minnaminugu the FireFly,2018-08-01,2017,128,"A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans.",0,1
s7461,Miracle,2018-06-01,2004,136,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,0,3
s7462,Mirror Mirror,2020-04-24,2012,106,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.,0,3
s7463,Mirzya,2017-02-20,2016,129,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,0,0
s7465,Miss Hokusai,2017-10-01,2015,90,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",0,2
s7466,Miss Julie,2015-09-02,2014,130,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",0,2
s7467,Miss Me This Christmas,2017-12-19,2017,85,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship.",0,1
s7470,Miss Sharon Jones!,2017-01-07,2015,94,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,0,0
s7471,Miss Stevens,2016-12-19,2016,86,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,0,11
s7473,Mission of Honor,2019-07-29,2018,107,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy.",0,0
s7474,Mission: Destroy Love,2017-08-07,2014,93,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.,0,5
s7475,Mississippi Grind,2018-07-26,2015,109,A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.,0,4
s7476,Moh Maya Money,2017-05-01,2016,109,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.",0,0
s7477,Mohawk,2018-06-30,2017,92,"During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge.",0,0
s7478,Mojave,2018-07-26,2015,93,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,0,4
s7479,Mokalik (Mechanic),2019-09-01,2019,100,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,0,1
s7480,Molly's Game,2020-04-01,2017,141,Former Olympian Molly Bloom ran a high-stakes poker game for the stars – until her lofty lifestyle nearly sent her to prison.,0,4
s7482,Mona Lisa Smile,2019-01-01,2003,119,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.",0,2
s7483,Money,2017-10-15,2016,84,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",0,4
s7485,Money Talks,2019-11-01,1997,96,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",0,4
s7487,Monkey Up,2016-03-19,2016,83,A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.,0,3
s7488,Monopoly (The Bank Of Luck),2019-06-15,2017,117,"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist.",0,0
s7489,Monster Family,2018-04-04,2017,93,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.,0,3
s7490,Monster High 13 Wishes,2018-03-01,2013,73,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",0,7
s7491,"Monster High: Boo York, Boo York",2015-09-29,2015,72,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,0,7
s7492,Monster High: Escape from Skull Shores,2018-01-01,2012,46,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.",0,7
s7493,Monster High: Freaky Fusion,2018-01-30,2014,74,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.",0,7
s7494,Monster High: Friday Night Frights,2018-01-01,2013,46,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",0,7
s7495,Monster High: Fright On!,2018-01-01,2011,46,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",0,7
s7496,"Monster High: Frights, Camera, Action!",2018-01-01,2014,74,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",0,7
s7497,Monster High: Ghouls Rule,2018-03-01,2012,71,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",0,7
s7498,Monster High: Great Scarrier Reef,2017-10-01,2016,72,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",0,7
s7500,Monster High: New Ghoul at School,2017-10-01,2010,23,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",0,7
